413,435,478,488,539,544,589,644,664,670,691,722,746,750,782,820,842,862,876
490,497,525,549,562,569,638,650,718,735,786,790,801,816,823,814,834,848,859,872
420,453,456,481,505,507,513,521,575,593,603,614,625,656,680,723,729,830,838,867
