507,513,453,838,625
513,507,453,521,614,838,680
453,507,513,521,625
521,513,453,614,867
614,513,521,867,680,656,481,729,575
867,521,614,593,481
838,507,513,625,680,497,830,456
625,507,453,838,830
680,513,614,838,656,420,603,456,575
497,838,830,723,816,859,790,872,456
830,838,625,497
656,614,680,575
420,680,722,478,505,603,575
723,497,816,505,603,456
816,497,723,505,650,718
859,497,790,650,786
790,497,859,872,823,490,834
872,497,790,823,490,562,801,638
593,867,481,691,729
481,614,867,593,729
544,782,664,750
782,544,664,750,539,644,435,589
664,544,782,435,413
750,544,782,862
862,750,539,670
539,782,862,644,876,670
691,593,729,842,820,746
729,614,593,481,691,842,575
644,782,539,589,478
435,782,664,413,589,549
413,664,435,848
589,782,644,435,478,549,735,718
488,722,876,842,746,670
722,420,488,876,478,842,575
876,539,488,722,478
478,420,644,589,722,876,505,718
505,420,723,816,478,603,718
603,680,420,723,505,456
549,435,589,848,569,735
848,413,549,569,525
569,549,848,735,525
735,589,549,569,650,718,786,525
650,816,859,735,718,786
718,816,589,478,505,735,650
786,859,735,650,525,823
525,848,569,735,786,823
823,790,872,786,525,801,834
456,838,680,497,723,603
490,790,872,801,638,834
562,872,801
842,691,729,488,722,820,746,575
820,691,842,746
746,691,488,842,820,670
575,614,680,656,420,729,722,842
801,872,823,490,562,638,834
638,872,490,801
834,790,823,490,801
670,862,539,488,746
