Block,BlockGroup,Tract
60750127002002.00,60750127002,6075012700
60750127002003.00,60750127002,6075012700
60750127002004.00,60750127002,6075012700
60750127002005.00,60750127002,6075012700
60750127003000.00,60750127003,6075012700
60750127003001.00,60750127003,6075012700
60750127003002.00,60750127003,6075012700
60750127003003.00,60750127003,6075012700
60750127003004.00,60750127003,6075012700
60750127003005.00,60750127003,6075012700
60750127003006.00,60750127003,6075012700
60750127003007.00,60750127003,6075012700
60750127003008.00,60750127003,6075012700
60750128001000.00,60750128001,6075012800
60750128001001.00,60750128001,6075012800
60750128001002.00,60750128001,6075012800
60750128001003.00,60750128001,6075012800
60750128001004.00,60750128001,6075012800
60750128001005.00,60750128001,6075012800
60750128001006.00,60750128001,6075012800
60750128001007.00,60750128001,6075012800
60750128001008.00,60750128001,6075012800
60750128001009.00,60750128001,6075012800
60750128001010.00,60750128001,6075012800
60750128001011.00,60750128001,6075012800
60750128001012.00,60750128001,6075012800
60750128001013.00,60750128001,6075012800
60750128001014.00,60750128001,6075012800
60750128001015.00,60750128001,6075012800
60750128001016.00,60750128001,6075012800
60750128001017.00,60750128001,6075012800
60750128002000.00,60750128002,6075012800
60750128002001.00,60750128002,6075012800
60750128002002.00,60750128002,6075012800
60750128002003.00,60750128002,6075012800
60750128002004.00,60750128002,6075012800
60750128002005.00,60750128002,6075012800
60750128002006.00,60750128002,6075012800
60750128002007.00,60750128002,6075012800
60750128003000.00,60750128003,6075012800
60750128003001.00,60750128003,6075012800
60750128003002.00,60750128003,6075012800
60750128003003.00,60750128003,6075012800
60750128003004.00,60750128003,6075012800
60750128003005.00,60750128003,6075012800
60750128003006.00,60750128003,6075012800
60750128003007.00,60750128003,6075012800
60750128003008.00,60750128003,6075012800
60750128004000.00,60750128004,6075012800
60750128004001.00,60750128004,6075012800
60750128004002.00,60750128004,6075012800
60750128004003.00,60750128004,6075012800
60750128004004.00,60750128004,6075012800
60750128004005.00,60750128004,6075012800
60750128004006.00,60750128004,6075012800
60750128004007.00,60750128004,6075012800
60750129011000.00,60750129011,6075012901
60750129011001.00,60750129011,6075012901
60750129011002.00,60750129011,6075012901
60750129011003.00,60750129011,6075012901
60750129011004.00,60750129011,6075012901
60750129011005.00,60750129011,6075012901
60750129011006.00,60750129011,6075012901
60750129011007.00,60750129011,6075012901
60750129011008.00,60750129011,6075012901
60750129012000.00,60750129012,6075012901
60750129012001.00,60750129012,6075012901
60750129012002.00,60750129012,6075012901
60750129012003.00,60750129012,6075012901
60750129012004.00,60750129012,6075012901
60750129012005.00,60750129012,6075012901
60750129021000.00,60750129021,6075012902
60750129021001.00,60750129021,6075012902
60750129021002.00,60750129021,6075012902
60750129021003.00,60750129021,6075012902
60750129021004.00,60750129021,6075012902
60750129021005.00,60750129021,6075012902
